"","X","seqnames","start","end","width","strand","source","type","score","phase","gene_id","gene_version","gene_name","gene_source","gene_biotype","transcript_id","transcript_name","transcript_source","transcript_biotype","exon_number","exon_id","protein_id","tag"
"2697",2715,"II",8141209,8143478,2270,"-","WormBase","gene",NA,NA,"WBGene00008642",1,"ints-11","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2698",2716,"II",8143881,8144671,791,"+","WormBase","gene",NA,NA,"WBGene00004421",1,"rpl-10","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2699",2717,"II",8144762,8147236,2475,"+","WormBase","gene",NA,NA,"WBGene00008639",1,"F10B5.2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2700",2718,"II",8147184,8150030,2847,"-","WormBase","gene",NA,NA,"WBGene00008640",1,"F10B5.3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2701",2719,"II",8154096,8156945,2850,"-","WormBase","gene",NA,NA,"WBGene00006655",1,"tub-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2702",2720,"II",8168615,8170474,1860,"-","WormBase","gene",NA,NA,"WBGene00011473",1,"T05C12.11","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2703",2721,"II",8173680,8174866,1187,"+","WormBase","gene",NA,NA,"WBGene00011466",1,"T05C12.1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2704",2722,"II",8174937,8177195,2259,"-","WormBase","gene",NA,NA,"WBGene00000053",1,"acr-14","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2705",2723,"II",8182323,8185023,2701,"-","WormBase","gene",NA,NA,"WBGene00003241",1,"mig-5","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2706",2724,"II",8185443,8187601,2159,"+","WormBase","gene",NA,NA,"WBGene00000377",1,"cct-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2707",2725,"II",8210584,8212780,2197,"-","WormBase","gene",NA,NA,"WBGene00006658",1,"twk-3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2708",2726,"II",8214575,8216616,2042,"-","WormBase","gene",NA,NA,"WBGene00010913",1,"M110.3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2709",2727,"II",8232789,8237252,4464,"+","WormBase","gene",NA,NA,"WBGene00010915",1,"M110.7","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2710",2728,"II",8256313,8257605,1293,"+","WormBase","gene",NA,NA,"WBGene00009406",1,"F35C11.7","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2711",2729,"II",8258074,8259138,1065,"-","WormBase","gene",NA,NA,"WBGene00009405",1,"F35C11.6","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2712",2730,"II",8267228,8269451,2224,"-","WormBase","gene",NA,NA,"WBGene00010457",1,"K01C8.2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2713",2731,"II",8270597,8273615,3019,"+","WormBase","gene",NA,NA,"WBGene00006562",1,"tdc-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2714",2732,"II",8276298,8277621,1324,"+","WormBase","gene",NA,NA,"WBGene00010459",1,"slc-25A32","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2715",2733,"II",8277578,8278515,938,"-","WormBase","gene",NA,NA,"WBGene00010458",1,"mrpl-10","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2716",2734,"II",8281162,8283208,2047,"-","WormBase","gene",NA,NA,"WBGene00003821",1,"nst-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2717",2735,"II",8294829,8295396,568,"-","WormBase","gene",NA,NA,"WBGene00008820",1,"nlp-55","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2718",2736,"II",8305745,8321471,15727,"-","WormBase","gene",NA,NA,"WBGene00008819",1,"shw-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2719",2737,"II",8322612,8325052,2441,"-","WormBase","gene",NA,NA,"WBGene00004304",1,"ran-3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2720",2738,"II",8325386,8329654,4269,"+","WormBase","gene",NA,NA,"WBGene00007744",1,"C26D10.3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2721",2739,"II",8326852,8328870,2019,"-","WormBase","gene",NA,NA,"WBGene00001840",1,"hel-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2722",2740,"II",8350530,8354700,4171,"-","WormBase","gene",NA,NA,"WBGene00007746",1,"C26D10.6","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2723",2741,"II",8363172,8369159,5988,"-","WormBase","gene",NA,NA,"WBGene00000135",1,"amt-3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2724",2742,"II",8392568,8394305,1738,"-","WormBase","gene",NA,NA,"WBGene00009901",1,"F49E12.8","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2725",2743,"II",8405603,8406927,1325,"+","WormBase","gene",NA,NA,"WBGene00006719",1,"ubc-24","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2726",2744,"II",8439168,8442151,2984,"+","WormBase","gene",NA,NA,"WBGene00008803",1,"lips-10","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2727",2745,"II",8445169,8446831,1663,"-","WormBase","gene",NA,NA,"WBGene00009041",1,"cut-3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2728",2746,"II",8453254,8454613,1360,"-","WormBase","gene",NA,NA,"WBGene00009043",1,"F22B5.5","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2729",2747,"II",8485879,8487571,1693,"+","WormBase","gene",NA,NA,"WBGene00001523",1,"gbh-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2730",2748,"II",8515054,8516922,1869,"+","WormBase","gene",NA,NA,"WBGene00011756",1,"ctg-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2731",2749,"II",8518510,8520696,2187,"+","WormBase","gene",NA,NA,"WBGene00011761",1,"T13H5.8","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2732",2750,"II",8520925,8523490,2566,"+","WormBase","gene",NA,NA,"WBGene00011757",1,"cht-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2733",2751,"II",8523494,8525396,1903,"-","WormBase","gene",NA,NA,"WBGene00011758",1,"T13H5.4","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2734",2752,"II",8525681,8526807,1127,"+","WormBase","gene",NA,NA,"WBGene00011759",1,"mrps-18B","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2735",2753,"II",8526799,8531222,4424,"-","WormBase","gene",NA,NA,"WBGene00011760",1,"T13H5.6","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2736",2754,"II",8533093,8534363,1271,"-","WormBase","gene",NA,NA,"WBGene00012175",1,"W01C9.1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2737",2755,"II",8540712,8545393,4682,"+","WormBase","gene",NA,NA,"WBGene00004155",1,"pqn-73","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2738",2756,"II",8547337,8556266,8930,"-","WormBase","gene",NA,NA,"WBGene00012178",1,"glb-27","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2739",2757,"II",8562302,8563759,1458,"+","WormBase","gene",NA,NA,"WBGene00175035",1,"F54C9.14","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2740",2758,"II",8563709,8566139,2431,"-","WormBase","gene",NA,NA,"WBGene00006059",1,"stc-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2741",2759,"II",8571085,8572904,1820,"+","WormBase","gene",NA,NA,"WBGene00010042",1,"bcs-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2742",2760,"II",8582000,8583080,1081,"+","WormBase","gene",NA,NA,"WBGene00000187",1,"arl-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2743",2761,"II",8583034,8585086,2053,"-","WormBase","gene",NA,NA,"WBGene00010045",1,"F54C9.11","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2744",2762,"II",8599514,8600530,1017,"+","WormBase","gene",NA,NA,"WBGene00009205",1,"F28C6.5","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2745",2763,"II",8600449,8602440,1992,"-","WormBase","gene",NA,NA,"WBGene00000773",1,"cpf-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2746",2764,"II",8602785,8603581,797,"+","WormBase","gene",NA,NA,"WBGene00004440",1,"rpl-26","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2747",2765,"II",8603846,8606744,2899,"+","WormBase","gene",NA,NA,"WBGene00006307",1,"suf-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2748",2766,"II",8606849,8607749,901,"+","WormBase","gene",NA,NA,"WBGene00009207",1,"F28C6.8","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2749",2767,"II",8630693,8634486,3794,"-","WormBase","gene",NA,NA,"WBGene00011928",1,"cutl-12","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2750",2768,"II",8641381,8648227,6847,"+","WormBase","gene",NA,NA,"WBGene00008432",1,"D2085.7","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2751",2769,"II",8659782,8661712,1931,"-","WormBase","gene",NA,NA,"WBGene00008431",1,"piga-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2752",2770,"II",8661869,8664721,2853,"+","WormBase","gene",NA,NA,"WBGene00008428",1,"eif-2Bepsilon","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2753",2771,"II",8669133,8684924,15792,"-","WormBase","gene",NA,NA,"WBGene00008430",1,"hgap-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2754",2772,"II",8691910,8694195,2286,"+","WormBase","gene",NA,NA,"WBGene00007916",1,"C34C6.3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2755",2773,"II",8696591,8698928,2338,"-","WormBase","gene",NA,NA,"WBGene00007917",1,"C34C6.4","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2756",2774,"II",8713998,8715013,1016,"-","WormBase","gene",NA,NA,"WBGene00004279",1,"rab-21","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2757",2775,"II",8715131,8716281,1151,"-","WormBase","gene",NA,NA,"WBGene00000887",1,"cyn-11","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2758",2776,"II",8716828,8721689,4862,"+","WormBase","gene",NA,NA,"WBGene00011311",1,"T01B7.5","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2759",2778,"II",8725533,8726800,1268,"-","WormBase","gene",NA,NA,"WBGene00011314",1,"T01B7.9","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2760",2779,"II",8744071,8747250,3180,"+","WormBase","gene",NA,NA,"WBGene00010681",1,"mak-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2761",2780,"II",8751986,8753940,1955,"+","WormBase","gene",NA,NA,"WBGene00000220",1,"atf-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2762",2781,"II",8754058,8755370,1313,"-","WormBase","gene",NA,NA,"WBGene00010683",1,"K08F8.7","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2763",2782,"II",8754070,8759593,5524,"-","WormBase","gene",NA,NA,"WBGene00001505",1,"fut-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2764",2783,"II",8762622,8766997,4376,"-","WormBase","gene",NA,NA,"WBGene00000240",1,"pah-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2765",2784,"II",8792903,8794172,1270,"-","WormBase","gene",NA,NA,"WBGene00008558",1,"F07H5.7","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2766",2785,"II",8801130,8804889,3760,"+","WormBase","gene",NA,NA,"WBGene00008559",1,"F07H5.8","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2767",2786,"II",8808636,8810729,2094,"-","WormBase","gene",NA,NA,"WBGene00009784",1,"F46C5.9","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2768",2787,"II",8826069,8828215,2147,"+","WormBase","gene",NA,NA,"WBGene00003544",1,"nas-25","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2769",2788,"II",8828196,8829289,1094,"-","WormBase","gene",NA,NA,"WBGene00009779",1,"F46C5.2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2770",2789,"II",8840200,8844515,4316,"-","WormBase","gene",NA,NA,"WBGene00009781",1,"F46C5.6","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2771",2790,"II",8848843,8852096,3254,"-","WormBase","gene",NA,NA,"WBGene00011768",1,"oac-46","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2772",2791,"II",8860004,8865178,5175,"-","WormBase","gene",NA,NA,"WBGene00011578",1,"npr-20","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2773",2792,"II",8878496,8883659,5164,"-","WormBase","gene",NA,NA,"WBGene00004355",1,"rha-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2774",2793,"II",8884899,8889702,4804,"+","WormBase","gene",NA,NA,"WBGene00011580",1,"ddx-19","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2775",2794,"II",8896841,8908634,11794,"+","WormBase","gene",NA,NA,"WBGene00002251",1,"lat-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2776",2795,"II",8922423,8924368,1946,"+","WormBase","gene",NA,NA,"WBGene00007180",1,"B0457.6","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2777",2796,"II",8924572,8926551,1980,"-","WormBase","gene",NA,NA,"WBGene00007178",1,"B0457.2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2778",2797,"II",8927741,8929815,2075,"+","WormBase","gene",NA,NA,"WBGene00000378",1,"cct-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2779",2798,"II",8929841,8930940,1100,"+","WormBase","gene",NA,NA,"WBGene00011883",1,"mrpl-50","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2780",2799,"II",8930997,8933799,2803,"+","WormBase","gene",NA,NA,"WBGene00011884",1,"enol-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2781",2800,"II",8939054,8940488,1435,"-","WormBase","gene",NA,NA,"WBGene00011887",1,"set-17","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2782",2801,"II",8942668,8947688,5021,"-","WormBase","gene",NA,NA,"WBGene00011888",1,"cutl-15","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2783",2802,"II",8964242,8964890,649,"-","WormBase","gene",NA,NA,"WBGene00007684",1,"C18E9.4","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2784",2803,"II",8966921,8969333,2413,"-","WormBase","gene",NA,NA,"WBGene00004105",1,"szy-20","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2785",2804,"II",8969980,8971967,1988,"+","WormBase","gene",NA,NA,"WBGene00007685",1,"C18E9.5","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2786",2805,"II",8971965,8973566,1602,"-","WormBase","gene",NA,NA,"WBGene00007686",1,"tomm-40","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2787",2806,"II",8988359,8989544,1186,"-","WormBase","gene",NA,NA,"WBGene00007689",1,"C18E9.9","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2788",2807,"II",8996364,8997017,654,"+","WormBase","gene",NA,NA,"WBGene00009712",1,"F44G4.2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2789",2808,"II",8997825,8999725,1901,"+","WormBase","gene",NA,NA,"WBGene00006514",1,"tdp-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2790",2809,"II",9005796,9019798,14003,"-","WormBase","gene",NA,NA,"WBGene00009717",1,"dep-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2791",2810,"II",9035562,9038301,2740,"-","WormBase","gene",NA,NA,"WBGene00001527",1,"gcs-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2792",2811,"II",9054972,9056504,1533,"+","WormBase","gene",NA,NA,"WBGene00011976",1,"chmp-7","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2793",2812,"II",9056497,9057085,589,"-","WormBase","gene",NA,NA,"WBGene00004446",1,"rpl-32","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2794",2813,"II",9064167,9070840,6674,"-","WormBase","gene",NA,NA,"WBGene00011978",1,"T24B8.4","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2795",2814,"II",9091109,9093684,2576,"-","WormBase","gene",NA,NA,"WBGene00007421",1,"C07H4.1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2796",2815,"II",9094710,9098605,3896,"-","WormBase","gene",NA,NA,"WBGene00000532",1,"clh-5","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2797",2816,"II",9099371,9100569,1199,"+","WormBase","gene",NA,NA,"WBGene00012000",1,"T24H10.1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2798",2817,"II",9107382,9108600,1219,"-","WormBase","gene",NA,NA,"WBGene00001041",1,"dnj-23","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2799",2818,"II",9109534,9111240,1707,"+","WormBase","gene",NA,NA,"WBGene00012002",1,"T24H10.4","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2800",2819,"II",9146261,9152469,6209,"+","WormBase","gene",NA,NA,"WBGene00012322",1,"W07A12.4","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2801",2820,"II",9163367,9165812,2446,"-","WormBase","gene",NA,NA,"WBGene00012325",1,"W07A12.8","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2802",2821,"II",9169910,9172565,2656,"+","WormBase","gene",NA,NA,"WBGene00001061",1,"dpl-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2803",2822,"II",9173166,9177152,3987,"-","WormBase","gene",NA,NA,"WBGene00004752",1,"sec-5","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2804",2823,"II",9177300,9178633,1334,"+","WormBase","gene",NA,NA,"WBGene00011967",1,"pir-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2805",2824,"II",9210376,9213100,2725,"+","WormBase","gene",NA,NA,"WBGene00014210",1,"ZK1067.4","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2806",2825,"II",9225186,9227214,2029,"-","WormBase","gene",NA,NA,"WBGene00004174",1,"abu-14","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2807",2826,"II",9245905,9246748,844,"-","WormBase","gene",NA,NA,"WBGene00012035",1,"T26C5.5","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2808",2827,"II",9269888,9271267,1380,"+","WormBase","gene",NA,NA,"WBGene00007225",1,"C01G6.3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2809",2828,"II",9271265,9273042,1778,"-","WormBase","gene",NA,NA,"WBGene00007226",1,"C01G6.4","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2810",2829,"II",9285975,9289132,3158,"+","WormBase","gene",NA,NA,"WBGene00006510",1,"mtrr-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2811",2830,"II",9292017,9294033,2017,"+","WormBase","gene",NA,NA,"WBGene00007228",1,"acs-7","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2812",2831,"II",9294025,9295818,1794,"-","WormBase","gene",NA,NA,"WBGene00007229",1,"C01G6.9","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2813",2832,"II",9295915,9310304,14390,"-","WormBase","gene",NA,NA,"WBGene00000289",1,"cam-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2814",2833,"II",9319865,9321878,2014,"+","WormBase","gene",NA,NA,"WBGene00008402",1,"wdfy-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2815",2834,"II",9321858,9322920,1063,"-","WormBase","gene",NA,NA,"WBGene00004286",1,"rab-39","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2816",2835,"II",9329774,9331527,1754,"+","WormBase","gene",NA,NA,"WBGene00008404",1,"wbp-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2817",2836,"II",9338997,9341394,2398,"+","WormBase","gene",NA,NA,"WBGene00008405",1,"ttll-12","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2818",2837,"II",9341397,9346590,5194,"-","WormBase","gene",NA,NA,"WBGene00009626",1,"F42A8.1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2819",2838,"II",9350714,9352731,2018,"-","WormBase","gene",NA,NA,"WBGene00006433",1,"sdhb-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2820",2839,"II",9353000,9354327,1328,"+","WormBase","gene",NA,NA,"WBGene00009627",1,"cup-15","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2821",2840,"II",9414563,9416431,1869,"-","WormBase","gene",NA,NA,"WBGene00010941",1,"gss-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2822",2841,"II",9418365,9422201,3837,"+","WormBase","gene",NA,NA,"WBGene00010943",1,"M176.4","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2823",2842,"II",9426224,9427744,1521,"-","WormBase","gene",NA,NA,"WBGene00010944",1,"M176.5","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2824",2843,"II",9486377,9487387,1011,"-","WormBase","gene",NA,NA,"WBGene00011849",1,"T19H5.4","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2825",2844,"II",9555503,9557532,2030,"+","WormBase","gene",NA,NA,"WBGene00009447",1,"F35H8.2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2826",2845,"II",9575971,9581535,5565,"+","WormBase","gene",NA,NA,"WBGene00001368",1,"exc-7","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2827",2846,"II",9584384,9586784,2401,"-","WormBase","gene",NA,NA,"WBGene00009450",1,"ugt-58","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2828",2847,"II",9591292,9592936,1645,"+","WormBase","gene",NA,NA,"WBGene00006473",1,"tag-124","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2829",2848,"II",9596701,9597528,828,"+","WormBase","gene",NA,NA,"WBGene00008458",1,"E02H1.6","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2830",2849,"II",9598180,9605526,7347,"-","WormBase","gene",NA,NA,"WBGene00003618",1,"nhr-19","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2831",2850,"II",9613463,9614828,1366,"-","WormBase","gene",NA,NA,"WBGene00001952",1,"hlh-6","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2832",2851,"II",9617469,9624176,6708,"-","WormBase","gene",NA,NA,"WBGene00001038",1,"dnj-20","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2833",2852,"II",9636600,9640222,3623,"+","WormBase","gene",NA,NA,"WBGene00014248",1,"ZK1307.7","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2834",2853,"II",9640156,9644466,4311,"-","WormBase","gene",NA,NA,"WBGene00001510",1,"fzr-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2835",2854,"II",9649491,9650962,1472,"+","WormBase","gene",NA,NA,"WBGene00014250",1,"ZK1307.9","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2836",2855,"II",9654345,9655580,1236,"-","WormBase","gene",NA,NA,"WBGene00014244",1,"ZK1307.1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2837",2856,"II",9663546,9665677,2132,"-","WormBase","gene",NA,NA,"WBGene00014255",1,"ZK1320.5","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2838",2857,"II",9674978,9677210,2233,"+","WormBase","gene",NA,NA,"WBGene00000180",1,"arc-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2839",2858,"II",9704884,9706240,1357,"-","WormBase","gene",NA,NA,"WBGene00013139",1,"Y53C12A.3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2840",2859,"II",9739226,9742884,3659,"-","WormBase","gene",NA,NA,"WBGene00013144",1,"pno-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2841",2860,"II",9758232,9768285,10054,"+","WormBase","gene",NA,NA,"WBGene00014261",1,"shk-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2842",2861,"II",9768458,9769847,1390,"-","WormBase","gene",NA,NA,"WBGene00000178",1,"aqp-10","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2843",2862,"II",9775112,9775890,779,"-","WormBase","gene",NA,NA,"WBGene00011678",1,"T10B9.9","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2844",2863,"II",9826448,9827952,1505,"-","WormBase","gene",NA,NA,"WBGene00013147",1,"eyg-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2845",2864,"II",9831521,9833955,2435,"-","WormBase","gene",NA,NA,"WBGene00014160",1,"ZK938.3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2846",2865,"II",9882730,9886442,3713,"-","WormBase","gene",NA,NA,"WBGene00007464",1,"algn-8","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2847",2866,"II",9886544,9891081,4538,"-","WormBase","gene",NA,NA,"WBGene00007463",1,"vgln-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2848",2867,"II",9892778,9894370,1593,"+","WormBase","gene",NA,NA,"WBGene00086566",1,"C08H9.16","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
